date,ticker,name,peer_group,close_price,daily_return,simulated_esg_score
2023-09-28,LMT,Lockheed Martin Corporation,,400.14,0.005481,58.93
2023-09-28,MCO,Moody's Corporation,,315.83,0.012559,47.45
2023-09-28,MDLZ,"Mondelez International, Inc.",,68.13,-0.002516,25.41
2023-09-28,META,"Meta Platforms, Inc.",,303.05,0.020891,83.34
2023-09-28,MMM,3M Company,,74.59,-0.00214,77.19
2023-09-28,MS,Morgan Stanley,,78.96,0.006613,40.24
2023-09-28,MSFT,Microsoft Corporation,,311.3,0.002718,42.26
2023-09-28,NKE,"NIKE, Inc.",,88.27,0.002348,30.9
2023-09-28,NOW,"ServiceNow, Inc.",,553.52,0.013068,52.61
2023-09-28,NVDA,NVIDIA Corporation,,43.08,0.014623,97.26
2023-09-28,OXY,Occidental Petroleum Corporation,,64.92,0.004268,26.68
2023-09-28,PANW,"Palo Alto Networks, Inc.",,235.18,0.014144,53.01
2023-09-28,PEP,"PepsiCo, Inc.",,164.39,-0.000413,24.7
2023-09-28,PYPL,"PayPal Holdings, Inc.",,58.18,0.014649,38.16
2023-09-28,RY,Royal Bank of Canada,,85.26,0.013471,46.95
2023-09-28,SBUX,Starbucks Corporation,,88.83,-0.000987,36.89
2023-09-28,SHEL.L,Shell plc,,2542.78,0.011789,38.8
2023-09-28,SO,The Southern Company,,62.65,-0.016178,52.09
2023-09-28,TDG,TransDigm Group Incorporated,,818.28,-0.00405,72.51
2023-09-28,TJX,"The TJX Companies, Inc.",,88.31,0.016684,38.35
2023-09-28,TMUS,"T-Mobile US, Inc.",,137.56,0.0,51.32
2023-09-28,TSLA,"Tesla, Inc.",,246.38,0.024449,36.25
2023-09-28,TT,Trane Technologies plc,,201.87,0.020644,60.97
2023-09-28,UBS,UBS Group AG,,24.07,0.014791,48.49
2023-09-28,UNP,Union Pacific Corporation,,199.72,0.008449,43.19
2023-09-28,VZ,Verizon Communications Inc.,,30.35,0.004629,45.05
2023-09-28,WMT,Walmart Inc.,,53.46,0.00507,52.22
2023-09-29,AAPL,Apple Inc.,,170.34,0.003047,42.23
2023-09-29,ACN,Accenture plc,,302.23,0.021079,15.92
2023-09-29,ADP,"Automatic Data Processing, Inc.",,235.21,-0.01122,24.34
2023-09-29,AMAT,"Applied Materials, Inc.",,137.41,0.001664,46.22
2023-09-29,AMZN,"Amazon.com, Inc.",,127.12,0.009049,60.95
2023-09-29,AVGO,Broadcom Inc.,,81.8,-0.001707,79.97
2023-09-29,BA,The Boeing Company,,191.68,0.006564,28.75
2023-09-29,BAC,Bank of America Corporation,,26.64,-0.006531,54.76
2023-09-29,C,Citigroup Inc.,,39.49,-0.001699,64.22
2023-09-29,CME,CME Group Inc.,,191.2,-0.007141,31.56
2023-09-29,CSCO,"Cisco Systems, Inc.",,52.09,-0.002227,15.11
2023-09-29,DIS,The Walt Disney Company,,80.42,0.011481,28.73
2023-09-29,ECL,Ecolab Inc.,,167.71,0.000768,47.55
2023-09-29,ETN,Eaton Corporation plc,,210.43,-0.010439,42.56
2023-09-29,FCX,Freeport-McMoRan Inc.,,36.79,-0.001072,50.29
2023-09-29,GE,GE Aerospace,,87.74,-0.015934,90.32
2023-09-29,GILD,"Gilead Sciences, Inc.",,71.95,-0.006364,31.37
2023-09-29,GM,General Motors Company,,32.61,-0.00573,56.68
2023-09-29,HON,Honeywell International Inc.,,180.7,-0.012666,37.22
2023-09-29,IBM,International Business Machines Corporation,,134.94,-0.009041,42.34
2023-09-29,INTC,Intel Corporation,,34.97,0.010517,-1.31
2023-09-29,JPM,JPMorgan Chase & Co.,,141.46,-0.017413,58.99
2023-09-29,LLY,Eli Lilly and Company,,533.55,-0.013445,65.97
2023-09-29,LMT,Lockheed Martin Corporation,,398.19,-0.004867,58.95
2023-09-29,MCO,Moody's Corporation,,313.56,-0.007191,47.32
2023-09-29,MDLZ,"Mondelez International, Inc.",,68.14,0.000144,25.45
2023-09-29,META,"Meta Platforms, Inc.",,299.31,-0.012337,83.2
2023-09-29,MMM,3M Company,,74.88,0.00386,77.13
2023-09-29,MS,Morgan Stanley,,78.46,-0.006327,40.18
2023-09-29,MSFT,Microsoft Corporation,,313.4,0.006727,42.16
2023-09-29,NKE,"NIKE, Inc.",,94.17,0.06683,29.28
2023-09-29,NOW,"ServiceNow, Inc.",,558.96,0.009828,52.15
2023-09-29,NVDA,NVIDIA Corporation,,43.49,0.009515,96.68
2023-09-29,OXY,Occidental Petroleum Corporation,,63.93,-0.015179,26.97
2023-09-29,PANW,"Palo Alto Networks, Inc.",,234.44,-0.003146,52.81
2023-09-29,PEP,"PepsiCo, Inc.",,164.33,-0.000354,24.76
2023-09-29,PYPL,"PayPal Holdings, Inc.",,58.46,0.004813,37.72
2023-09-29,RY,Royal Bank of Canada,,84.7,-0.006589,46.8
2023-09-29,SBUX,Starbucks Corporation,,89.01,0.002086,36.9
2023-09-29,SHEL.L,Shell plc,,2490.69,-0.020485,39.08
2023-09-29,SO,The Southern Company,,62.31,-0.005379,52.55
2023-09-29,TDG,TransDigm Group Incorporated,,813.23,-0.006177,72.78
2023-09-29,TJX,"The TJX Companies, Inc.",,87.62,-0.007814,38.15
2023-09-29,TMUS,"T-Mobile US, Inc.",,137.91,0.002505,51.3
2023-09-29,TSLA,"Tesla, Inc.",,250.22,0.015586,35.32
2023-09-29,TT,Trane Technologies plc,,200.6,-0.006269,60.62
2023-09-29,UBS,UBS Group AG,,24.02,-0.002024,48.16
2023-09-29,UNP,Union Pacific Corporation,,199.25,-0.002352,43.03
2023-09-29,VZ,Verizon Communications Inc.,,30.21,-0.004301,45.05
2023-09-29,WMT,Walmart Inc.,,52.6,-0.016058,52.45
2023-10-02,AAPL,Apple Inc.,,172.87,0.014835,41.94
2023-10-02,ACN,Accenture plc,,303.36,0.003745,16.2
2023-10-02,ADP,"Automatic Data Processing, Inc.",,234.02,-0.00503,24.6
2023-10-02,AMAT,"Applied Materials, Inc.",,138.46,0.007656,45.6
2023-10-02,AMZN,"Amazon.com, Inc.",,129.46,0.018408,60.56
2023-10-02,AVGO,Broadcom Inc.,,82.23,0.005262,79.59
2023-10-02,BA,The Boeing Company,,187.83,-0.020086,29.49
2023-10-02,BAC,Bank of America Corporation,,25.97,-0.024836,55.23
2023-10-02,C,Citigroup Inc.,,38.89,-0.015317,64.18
2023-10-02,CME,CME Group Inc.,,191.13,-0.00035,31.48
2023-10-02,CSCO,"Cisco Systems, Inc.",,52.7,0.011719,14.67
2023-10-02,DIS,The Walt Disney Company,,81.03,0.00765,28.38
2023-10-02,ECL,Ecolab Inc.,,165.24,-0.014758,47.69
2023-10-02,ETN,Eaton Corporation plc,,207.43,-0.014254,42.93
2023-10-02,FCX,Freeport-McMoRan Inc.,,36.15,-0.017431,50.23
2023-10-02,GE,GE Aerospace,,86.34,-0.015921,90.7
2023-10-02,GILD,"Gilead Sciences, Inc.",,71.14,-0.011209,31.73
2023-10-02,GM,General Motors Company,,32.12,-0.015165,56.57
2023-10-02,HON,Honeywell International Inc.,,178.62,-0.01153,37.7
2023-10-02,IBM,International Business Machines Corporation,,135.42,0.003564,42.74
2023-10-02,INTC,Intel Corporation,,34.88,-0.002532,-1.69
2023-10-02,JPM,JPMorgan Chase & Co.,,140.24,-0.008619,59.19
2023-10-02,LLY,Eli Lilly and Company,,534.7,0.00216,66.31
2023-10-02,LMT,Lockheed Martin Corporation,,397.08,-0.002787,58.99
2023-10-02,MCO,Moody's Corporation,,313.61,0.000158,47.17
2023-10-02,MDLZ,"Mondelez International, Inc.",,67.24,-0.013113,25.69
2023-10-02,META,"Meta Platforms, Inc.",,305.9,0.022018,82.74
2023-10-02,MMM,3M Company,,72.16,-0.036317,77.77
2023-10-02,MS,Morgan Stanley,,77.25,-0.015428,40.5
2023-10-02,MSFT,Microsoft Corporation,,319.4,0.019161,41.63
2023-10-02,NKE,"NIKE, Inc.",,93.13,-0.011086,28.27
2023-10-02,NOW,"ServiceNow, Inc.",,555.23,-0.006673,51.8
2023-10-02,NVDA,NVIDIA Corporation,,44.77,0.029495,95.73
2023-10-02,OXY,Occidental Petroleum Corporation,,61.39,-0.039766,27.87
2023-10-02,PANW,"Palo Alto Networks, Inc.",,236.77,0.009939,52.46
2023-10-02,PEP,"PepsiCo, Inc.",,164.07,-0.001593,24.74
2023-10-02,PYPL,"PayPal Holdings, Inc.",,58.56,0.001711,37.39
2023-10-02,RY,Royal Bank of Canada,,82.14,-0.030192,45.17
2023-10-02,SBUX,Starbucks Corporation,,88.87,-0.001534,37.02
2023-10-02,SHEL.L,Shell plc,,2467.75,-0.009209,39.47
2023-10-02,SO,The Southern Company,,60.38,-0.031057,53.47
2023-10-02,TDG,TransDigm Group Incorporated,,795.15,-0.022239,73.34
2023-10-02,TJX,"The TJX Companies, Inc.",,87.42,-0.00225,38.11
2023-10-02,TMUS,"T-Mobile US, Inc.",,137.13,-0.005641,51.31
2023-10-02,TSLA,"Tesla, Inc.",,251.6,0.005515,34.52
2023-10-02,TT,Trane Technologies plc,,195.85,-0.023705,60.73
2023-10-02,UBS,UBS Group AG,,23.74,-0.011765,48.09
2023-10-02,UNP,Union Pacific Corporation,,198.28,-0.004862,42.9
2023-10-02,VZ,Verizon Communications Inc.,,29.61,-0.020056,45.31
2023-10-02,WMT,Walmart Inc.,,52.66,0.001063,52.59
2023-10-03,AAPL,Apple Inc.,,171.52,-0.00777,41.87
2023-10-03,ACN,Accenture plc,,301.36,-0.006585,16.48
2023-10-03,ADP,"Automatic Data Processing, Inc.",,235.05,0.004387,24.78
2023-10-03,AMAT,"Applied Materials, Inc.",,135.69,-0.019998,45.35
2023-10-03,AMZN,"Amazon.com, Inc.",,124.72,-0.036614,60.68
2023-10-03,AVGO,Broadcom Inc.,,80.25,-0.024097,79.62
2023-10-03,BA,The Boeing Company,,188.92,0.005803,29.9
2023-10-03,BAC,Bank of America Corporation,,25.21,-0.029588,55.99
2023-10-03,C,Citigroup Inc.,,38.27,-0.015802,64.35
2023-10-03,CME,CME Group Inc.,,192.58,0.007544,31.32
2023-10-03,CSCO,"Cisco Systems, Inc.",,52.36,-0.006481,14.48
2023-10-03,DIS,The Walt Disney Company,,78.92,-0.026081,28.43
2023-10-03,ECL,Ecolab Inc.,,163.91,-0.008029,47.9
2023-10-03,ETN,Eaton Corporation plc,,206.26,-0.00566,43.34
2023-10-03,FCX,Freeport-McMoRan Inc.,,35.85,-0.008188,50.31
2023-10-03,GE,GE Aerospace,,85.52,-0.009468,91.06
2023-10-03,GILD,"Gilead Sciences, Inc.",,70.34,-0.011201,32.06
2023-10-03,GM,General Motors Company,,31.04,-0.033569,57.05
2023-10-03,HON,Honeywell International Inc.,,177.18,-0.00805,38.2
2023-10-03,IBM,International Business Machines Corporation,,135.03,-0.002912,42.99
2023-10-03,INTC,Intel Corporation,,35.1,0.006486,-2.08
2023-10-03,JPM,JPMorgan Chase & Co.,,139.21,-0.007373,59.47
2023-10-03,LLY,Eli Lilly and Company,,521.68,-0.024336,66.89
2023-10-03,LMT,Lockheed Martin Corporation,,393.19,-0.009784,59.22
2023-10-03,MCO,Moody's Corporation,,305.26,-0.026627,47.44
2023-10-03,MDLZ,"Mondelez International, Inc.",,66.37,-0.012995,26.14
2023-10-03,META,"Meta Platforms, Inc.",,300.04,-0.019164,82.56
2023-10-03,MMM,3M Company,,71.02,-0.01585,78.41
2023-10-03,MS,Morgan Stanley,,74.96,-0.029723,41.15
2023-10-03,MSFT,Microsoft Corporation,,311.06,-0.026134,41.55
2023-10-03,NKE,"NIKE, Inc.",,93.65,0.005605,27.3
2023-10-03,NOW,"ServiceNow, Inc.",,541.24,-0.025197,51.96
2023-10-03,NVDA,NVIDIA Corporation,,43.5,-0.028248,95.44
2023-10-03,OXY,Occidental Petroleum Corporation,,61.55,0.002568,28.53
2023-10-03,PANW,"Palo Alto Networks, Inc.",,231.71,-0.021371,52.39
2023-10-03,PEP,"PepsiCo, Inc.",,162.64,-0.00869,24.92
2023-10-03,PYPL,"PayPal Holdings, Inc.",,57.3,-0.021516,37.34
2023-10-03,RY,Royal Bank of Canada,,79.93,-0.026887,45.81
2023-10-03,SBUX,Starbucks Corporation,,87.27,-0.018106,37.26
2023-10-03,SHEL.L,Shell plc,,2463.45,-0.001743,39.81
2023-10-03,SO,The Southern Company,,61.65,0.021049,53.96
2023-10-03,TDG,TransDigm Group Incorporated,,783.45,-0.014714,74.02
2023-10-03,TJX,"The TJX Companies, Inc.",,86.6,-0.009359,38.13
2023-10-03,TMUS,"T-Mobile US, Inc.",,134.34,-0.020322,51.68
2023-10-03,TSLA,"Tesla, Inc.",,246.53,-0.020151,34.14
2023-10-03,TT,Trane Technologies plc,,194.03,-0.009288,60.96
2023-10-03,UBS,UBS Group AG,,23.24,-0.020936,48.41
2023-10-03,UNP,Union Pacific Corporation,,199.4,0.005626,42.83
2023-10-03,VZ,Verizon Communications Inc.,,29.81,0.006927,45.57
2023-10-03,WMT,Walmart Inc.,,52.32,-0.006309,52.83
2023-10-04,AAPL,Apple Inc.,,172.78,0.007309,41.56
2023-10-04,ACN,Accenture plc,,304.47,0.010319,16.72
2023-10-04,ADP,"Automatic Data Processing, Inc.",,238.53,0.014807,24.73
2023-10-04,AMAT,"Applied Materials, Inc.",,138.25,0.018871,44.93
2023-10-04,AMZN,"Amazon.com, Inc.",,127.0,0.018281,60.59
2023-10-04,AVGO,Broadcom Inc.,,81.13,0.011021,79.52
2023-10-04,BA,The Boeing Company,,186.73,-0.011592,30.47
2023-10-04,BAC,Bank of America Corporation,,25.24,0.001158,56.61
2023-10-04,C,Citigroup Inc.,,38.23,-0.001254,64.49
2023-10-04,CME,CME Group Inc.,,194.08,0.007835,31.04
2023-10-04,CSCO,"Cisco Systems, Inc.",,52.16,-0.003728,14.42
2023-10-04,DIS,The Walt Disney Company,,78.7,-0.002766,28.42
2023-10-04,ECL,Ecolab Inc.,,167.92,0.024462,47.75
2023-10-04,ETN,Eaton Corporation plc,,206.54,0.001387,43.58
2023-10-04,FCX,Freeport-McMoRan Inc.,,35.38,-0.013209,50.49
2023-10-04,GE,GE Aerospace,,86.39,0.010115,91.25
2023-10-04,GILD,"Gilead Sciences, Inc.",,71.76,0.020063,32.15
2023-10-04,GM,General Motors Company,,30.7,-0.010835,57.53
2023-10-04,HON,Honeywell International Inc.,,178.51,0.007508,38.42
2023-10-04,IBM,International Business Machines Corporation,,135.68,0.004844,43.21
2023-10-04,INTC,Intel Corporation,,35.34,0.006725,-2.59
2023-10-04,JPM,JPMorgan Chase & Co.,,139.83,0.004485,59.66
2023-10-04,LLY,Eli Lilly and Company,,527.91,0.011939,67.24
2023-10-04,LMT,Lockheed Martin Corporation,,390.76,-0.006191,59.44
2023-10-04,MCO,Moody's Corporation,,311.9,0.021735,47.45
2023-10-04,MDLZ,"Mondelez International, Inc.",,67.43,0.015976,26.28
2023-10-04,META,"Meta Platforms, Inc.",,304.66,0.015418,82.27
2023-10-04,MMM,3M Company,,70.4,-0.008672,79.14
2023-10-04,MS,Morgan Stanley,,75.99,0.013714,41.58
2023-10-04,MSFT,Microsoft Corporation,,316.58,0.017773,41.31
2023-10-04,NKE,"NIKE, Inc.",,94.44,0.008413,26.43
2023-10-04,NOW,"ServiceNow, Inc.",,548.64,0.013672,51.88
2023-10-04,NVDA,NVIDIA Corporation,,44.03,0.012041,94.95
2023-10-04,OXY,Occidental Petroleum Corporation,,59.16,-0.038745,29.51
2023-10-04,PANW,"Palo Alto Networks, Inc.",,236.44,0.020413,52.19
2023-10-04,PEP,"PepsiCo, Inc.",,163.81,0.007215,24.92
2023-10-04,PYPL,"PayPal Holdings, Inc.",,58.57,0.022164,37.12
2023-10-04,RY,Royal Bank of Canada,,80.51,0.00715,46.31
2023-10-04,SBUX,Starbucks Corporation,,88.89,0.018663,37.26
2023-10-04,SHEL.L,Shell plc,,2409.93,-0.021726,40.34
2023-10-04,SO,The Southern Company,,62.21,0.009214,54.2
2023-10-04,TDG,TransDigm Group Incorporated,,792.51,0.011573,74.49
2023-10-04,TJX,"The TJX Companies, Inc.",,86.79,0.002163,38.16
2023-10-04,TMUS,"T-Mobile US, Inc.",,135.95,0.011948,51.87
2023-10-04,TSLA,"Tesla, Inc.",,261.16,0.059344,33.06
2023-10-04,TT,Trane Technologies plc,,198.11,0.021044,60.95
2023-10-04,UBS,UBS Group AG,,23.34,0.004193,48.56
2023-10-04,UNP,Union Pacific Corporation,,197.92,-0.00741,42.78
2023-10-04,VZ,Verizon Communications Inc.,,29.4,-0.013759,45.93
2023-10-04,WMT,Walmart Inc.,,52.95,0.012006,52.87
2023-10-05,AAPL,Apple Inc.,,174.02,0.007198,41.33
2023-10-05,ACN,Accenture plc,,304.74,0.000873,16.88
2023-10-05,ADP,"Automatic Data Processing, Inc.",,237.92,-0.002541,24.76
2023-10-05,AMAT,"Applied Materials, Inc.",,138.23,-0.000144,44.64
2023-10-05,AMZN,"Amazon.com, Inc.",,125.96,-0.008189,60.54
2023-10-05,AVGO,Broadcom Inc.,,81.14,6.1e-05,79.34
2023-10-05,BA,The Boeing Company,,186.29,-0.002356,30.91
2023-10-05,BAC,Bank of America Corporation,,25.35,0.004626,56.96
2023-10-05,C,Citigroup Inc.,,38.29,0.001758,64.61
2023-10-05,CME,CME Group Inc.,,198.06,0.020468,30.67
2023-10-05,CSCO,"Cisco Systems, Inc.",,51.79,-0.007109,14.42
2023-10-05,DIS,The Walt Disney Company,,80.18,0.018785,28.28
2023-10-05,ECL,Ecolab Inc.,,166.76,-0.006898,47.82
2023-10-05,ETN,Eaton Corporation plc,,200.46,-0.029426,44.09
2023-10-05,FCX,Freeport-McMoRan Inc.,,34.89,-0.013664,50.84
2023-10-05,GE,GE Aerospace,,86.29,-0.001194,91.44
2023-10-05,GILD,"Gilead Sciences, Inc.",,71.72,-0.000535,32.28
2023-10-05,GM,General Motors Company,,29.98,-0.023518,58.21
2023-10-05,HON,Honeywell International Inc.,,176.09,-0.013589,38.79
2023-10-05,IBM,International Business Machines Corporation,,136.12,0.00319,43.31
2023-10-05,INTC,Intel Corporation,,35.3,-0.001113,-2.98
2023-10-05,JPM,JPMorgan Chase & Co.,,140.42,0.004216,59.77
2023-10-05,LLY,Eli Lilly and Company,,537.87,0.018854,67.35
2023-10-05,LMT,Lockheed Martin Corporation,,386.88,-0.009917,59.71
2023-10-05,MCO,Moody's Corporation,,311.4,-0.00159,47.45
2023-10-05,MDLZ,"Mondelez International, Inc.",,63.88,-0.052563,26.9
2023-10-05,META,"Meta Platforms, Inc.",,303.88,-0.002585,82.01
2023-10-05,MMM,3M Company,,70.25,-0.002159,79.78
2023-10-05,MS,Morgan Stanley,,76.04,0.000759,41.92
2023-10-05,MSFT,Microsoft Corporation,,316.98,0.001254,41.11
2023-10-05,NKE,"NIKE, Inc.",,94.34,-0.001043,25.8
2023-10-05,NOW,"ServiceNow, Inc.",,547.17,-0.002679,51.85
2023-10-05,NVDA,NVIDIA Corporation,,44.67,0.014691,94.5
2023-10-05,OXY,Occidental Petroleum Corporation,,58.55,-0.010327,30.48
2023-10-05,PANW,"Palo Alto Networks, Inc.",,236.78,0.001438,51.94
2023-10-05,PEP,"PepsiCo, Inc.",,155.27,-0.052158,25.49
2023-10-05,PYPL,"PayPal Holdings, Inc.",,57.48,-0.01861,37.12
2023-10-05,RY,Royal Bank of Canada,,81.31,0.009987,46.63
2023-10-05,SBUX,Starbucks Corporation,,90.08,0.013385,37.11
2023-10-05,SHEL.L,Shell plc,,2420.44,0.004362,40.69
2023-10-05,SO,The Southern Company,,62.19,-0.000464,54.49
2023-10-05,TDG,TransDigm Group Incorporated,,809.18,0.021031,74.55
2023-10-05,TJX,"The TJX Companies, Inc.",,86.58,-0.002385,38.19
2023-10-05,TMUS,"T-Mobile US, Inc.",,135.33,-0.004563,52.04
2023-10-05,TSLA,"Tesla, Inc.",,260.05,-0.00425,32.28
2023-10-05,TT,Trane Technologies plc,,198.54,0.002146,60.96
2023-10-05,UBS,UBS Group AG,,23.46,0.005428,48.67
2023-10-05,UNP,Union Pacific Corporation,,196.33,-0.008059,42.9
2023-10-05,VZ,Verizon Communications Inc.,,29.66,0.008878,46.08
2023-10-05,WMT,Walmart Inc.,,52.32,-0.011925,53.06
2023-10-06,AAPL,Apple Inc.,,176.59,0.01475,40.93
2023-10-06,ACN,Accenture plc,,307.23,0.00817,16.95
2023-10-06,ADP,"Automatic Data Processing, Inc.",,240.88,0.01241,24.61
2023-10-06,AMAT,"Applied Materials, Inc.",,139.23,0.007252,44.36
2023-10-06,AMZN,"Amazon.com, Inc.",,127.96,0.015878,60.28
2023-10-06,AVGO,Broadcom Inc.,,83.24,0.025975,79.0
2023-10-06,BA,The Boeing Company,,187.38,0.005851,31.3
2023-10-06,BAC,Bank of America Corporation,,25.36,0.000384,57.37
2023-10-06,C,Citigroup Inc.,,38.95,0.017302,64.59
2023-10-06,CME,CME Group Inc.,,202.38,0.021842,30.24
2023-10-06,CSCO,"Cisco Systems, Inc.",,52.16,0.00716,14.27
2023-10-06,DIS,The Walt Disney Company,,82.29,0.026358,27.95
2023-10-06,ECL,Ecolab Inc.,,167.85,0.00653,47.84
2023-10-06,ETN,Eaton Corporation plc,,207.38,0.034501,44.31
2023-10-06,FCX,Freeport-McMoRan Inc.,,36.18,0.036754,50.74
2023-10-06,GE,GE Aerospace,,88.47,0.025294,91.38
2023-10-06,GILD,"Gilead Sciences, Inc.",,71.76,0.000535,32.37
2023-10-06,GM,General Motors Company,,30.56,0.019466,58.57
2023-10-06,HON,Honeywell International Inc.,,180.63,0.025775,38.93
2023-10-06,IBM,International Business Machines Corporation,,136.61,0.003604,43.36
2023-10-06,INTC,Intel Corporation,,35.59,0.008359,-3.33
2023-10-06,JPM,JPMorgan Chase & Co.,,142.58,0.015395,59.7
2023-10-06,LLY,Eli Lilly and Company,,561.45,0.043843,67.13
2023-10-06,LMT,Lockheed Martin Corporation,,390.17,0.008506,59.84
2023-10-06,MCO,Moody's Corporation,,314.5,0.009937,47.39
2023-10-06,MDLZ,"Mondelez International, Inc.",,62.21,-0.026279,27.62
2023-10-06,META,"Meta Platforms, Inc.",,314.48,0.034909,81.52
2023-10-06,MMM,3M Company,,70.7,0.00649,80.23
2023-10-06,MS,Morgan Stanley,,77.18,0.014909,42.05
2023-10-06,MSFT,Microsoft Corporation,,324.82,0.024737,40.63
2023-10-06,NKE,"NIKE, Inc.",,95.64,0.01378,25.06
2023-10-06,NOW,"ServiceNow, Inc.",,560.72,0.024764,51.57
2023-10-06,NVDA,NVIDIA Corporation,,45.75,0.024033,93.85
